id,score,qald uestions,quegg questions,qald sparql,quegg sparql,qald answer,quegg answer
150,0.917647058823529,¿Qué series televisivas ideó Walt Disney?,"""¿En qué series televisivas vive Walt Disney?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
	?uri rdf:type dbo:TelevisionShow .
        ?uri dbo:creator res:Walt_Disney .
}","select  ?o    
{
    <http://dbpedia.org/resource/Walt_Disney> <http://dbpedia.org/ontology/residence>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}","[[(http://dbpedia.org/resource/Figaro_(Disney) ), (http://dbpedia.org/resource/Oswald_the_Lucky_Rabbit ), (http://dbpedia.org/resource/The_Mickey_Mouse_Club ), (http://dbpedia.org/resource/Pete_Junior ), (http://dbpedia.org/resource/Evil_Queen_(Disney) ), (http://dbpedia.org/resource/Ludwig_Von_Drake ), (http://dbpedia.org/resource/Clarabelle_Cow ), (http://dbpedia.org/resource/List_of_Jiminy_Cricket_educational_serials ), (http://dbpedia.org/resource/Mickey_Mouse ), (http://dbpedia.org/resource/Mickey_Mouse_Clubhouse ), (http://dbpedia.org/resource/Minnie_Mouse ), (http://dbpedia.org/resource/Humphrey_the_Bear ), (http://dbpedia.org/resource/Louie_the_Mountain_Lion ), (http://dbpedia.org/resource/Goofy ), (http://dbpedia.org/resource/Horace_Horsecollar ), (http://dbpedia.org/resource/Pete_(Disney) ), (http://dbpedia.org/resource/Donald_Duck ), (http://dbpedia.org/resource/Julius_the_Cat )]]",[(http://dbpedia.org/resource/Burbank]
151,0,¿Qué puente tiene el mayor largo del vano?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?uri rdf:type dbo:Bridge .
        ?uri dbo:mainspan ?s . 
} 
ORDER BY DESC(?s) 
OFFSET 0 LIMIT 1",,[[(http://dbpedia.org/resource/East_Haddam_Bridge)]],[]
152,0.763636363636364,¿De qué país es Sitecore?,"""¿En qué Papas fundar Sitecore?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sitecore> <http://dbpedia.org/ontology/foundationPlace> ?uri . },"select  ?o    
{
    <http://dbpedia.org/resource/Sitecore> <http://dbpedia.org/ontology/foundedBy>  ?o .    
}",[[(http://dbpedia.org/resource/Denmark )]],[]
153,0.933333333333333,¿Con quien se casó Lance Bass?,"""¿Con quien es casa Lance Bass?""",SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Lance_Bass> . } ,"select  ?s    
{
   ?s <http://dbpedia.org/ontology/spouse>  <http://dbpedia.org/resource/Lance_Bass> .    
}",[[(http://dbpedia.org/resource/Michael_Turchin)]],[]
154,0.947368421052632,¿Cuál es la capital de Canadá?,"""¿Cuál es capital de Canadá?""","PREFIX dbo:  <http://dbpedia.org/ontology/>
PREFIX res:  <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        res:Canada dbo:capital ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Canada> <http://dbpedia.org/ontology/capital>  ?o .    
}",[[(http://dbpedia.org/resource/Ottawa )]],[(http://dbpedia.org/resource/Ottawa )]
155,0.955223880597015,¿Quién inspiro a Vincent van Gogh?,"""¿Quién inspirar Vincent van Gogh?""",SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/influenced> <http://dbpedia.org/resource/Vincent_van_Gogh> . },"select  ?s    
{
   ?s <http://dbpedia.org/ontology/influenced>  <http://dbpedia.org/resource/Vincent_van_Gogh> .    
}","[[(http://dbpedia.org/resource/Adolphe_Joseph_Thomas_Monticelli ), (http://dbpedia.org/resource/Anton_Mauve )]]","[(http://dbpedia.org/resource/Adolphe_Joseph_Thomas_Monticelli ), (http://dbpedia.org/resource/Anton_Mauve )]"
156,0.835820895522388,¿En qué ciudad murió John F. Kennedy?,"""¿De qué muri� John F. Kennedy?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE { 
        res:John_F._Kennedy dbo:deathPlace ?uri .
        ?uri rdf:type dbo:City .
}","select  ?o    
{
    <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathCause>  ?o .    
}","[[(http://dbpedia.org/resource/Dallas ), (http://dbpedia.org/resource/Texas )]]",[]
157,0,¿Estuvo el el presidente de los estados unidos Jackson involucrado en una guerra?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Andrew_Jackson dbo:battle ?battle .    
}",,[[(true)]],[]
158,0,¿Quién escribió el tema del Juego de Tronos?,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Game_of_Thrones> <http://dbpedia.org/ontology/composer> ?uri. },,[[(http://dbpedia.org/resource/Ramin_Djawadi )]],[]
159,0,¿Quién diseñó la Brooklyn Bridge?,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
        res:Brooklyn_Bridge dbo:architect ?uri .
}",,[[(http://dbpedia.org/resource/John_A._Roebling )]],[]
160,0,¿Cuándo termino Boris Becker su carrera como actor?,,SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Boris_Becker> <http://dbpedia.org/ontology/activeYearsEndDate> ?d . } ,,"[[(""1999-06-30""^^xsd:date )]]",[]
161,0.8,¿Que tipo de uva crece en Oregon?,"""¿Qué tipo de uva creci� en Vino de Oregón?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Oregon_wine> <http://dbpedia.org/ontology/growingGrape> ?uri . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Oregon_wine> <http://dbpedia.org/ontology/growingGrape>  ?o .    
}","[[(http://dbpedia.org/resource/Barbera ), (http://dbpedia.org/resource/Gew%C3%BCrztraminer ), (http://dbpedia.org/resource/Black_Muscat ), (http://dbpedia.org/resource/M%C3%BCller-Thurgau ), (http://dbpedia.org/resource/Riesling ), (http://dbpedia.org/resource/Merlot ), (http://dbpedia.org/resource/Chenin_blanc ), (http://dbpedia.org/resource/Malbec ), (http://dbpedia.org/resource/Pinot_Meunier ), (http://dbpedia.org/resource/Grenache ), (http://dbpedia.org/resource/Chardonnay ), (http://dbpedia.org/resource/Melon ), (http://dbpedia.org/resource/Pinot_noir ), (http://dbpedia.org/resource/Syrah ), (http://dbpedia.org/resource/Huxelrebe ), (http://dbpedia.org/resource/Cabernet_Sauvignon ), (http://dbpedia.org/resource/Sangiovese ), (http://dbpedia.org/resource/Dolcetto ), (http://dbpedia.org/resource/Pinot_gris ), (http://dbpedia.org/resource/Sauvignon_blanc ), (http://dbpedia.org/resource/Cabernet_Franc ), (http://dbpedia.org/resource/Muscat_Blanc_%C3%A0_Petits_Grains ), (http://dbpedia.org/resource/Marechal_Foch ), (http://dbpedia.org/resource/Pinot_blanc ), (http://dbpedia.org/resource/Scheurebe ), (http://dbpedia.org/resource/Baco_noir ), (http://dbpedia.org/resource/L%C3%A9on_Millot ), (http://dbpedia.org/resource/Muscat_(grape) ), (http://dbpedia.org/resource/Carmine ), (http://dbpedia.org/resource/S%C3%A9millon ), (http://dbpedia.org/resource/Viognier ), (http://dbpedia.org/resource/Gamay ), (http://dbpedia.org/resource/Zinfandel ), (http://dbpedia.org/resource/Petit_Verdot )]]","[(http://dbpedia.org/resource/Barbera ), (http://dbpedia.org/resource/Gew%C3%BCrztraminer ), (http://dbpedia.org/resource/Black_Muscat ), (http://dbpedia.org/resource/M%C3%BCller-Thurgau ), (http://dbpedia.org/resource/Riesling ), (http://dbpedia.org/resource/Merlot ), (http://dbpedia.org/resource/Chenin_blanc ), (http://dbpedia.org/resource/Malbec ), (http://dbpedia.org/resource/Pinot_Meunier ), (http://dbpedia.org/resource/Grenache ), (http://dbpedia.org/resource/Chardonnay ), (http://dbpedia.org/resource/Melon ), (http://dbpedia.org/resource/Pinot_noir ), (http://dbpedia.org/resource/Syrah ), (http://dbpedia.org/resource/Huxelrebe ), (http://dbpedia.org/resource/Cabernet_Sauvignon ), (http://dbpedia.org/resource/Sangiovese ), (http://dbpedia.org/resource/Dolcetto ), (http://dbpedia.org/resource/Pinot_gris ), (http://dbpedia.org/resource/Sauvignon_blanc ), (http://dbpedia.org/resource/Cabernet_Franc ), (http://dbpedia.org/resource/Muscat_Blanc_%C3%A0_Petits_Grains ), (http://dbpedia.org/resource/Marechal_Foch ), (http://dbpedia.org/resource/Pinot_blanc ), (http://dbpedia.org/resource/Scheurebe ), (http://dbpedia.org/resource/Baco_noir ), (http://dbpedia.org/resource/L%C3%A9on_Millot ), (http://dbpedia.org/resource/Muscat_(grape) ), (http://dbpedia.org/resource/Carmine ), (http://dbpedia.org/resource/S%C3%A9millon ), (http://dbpedia.org/resource/Viognier ), (http://dbpedia.org/resource/Gamay ), (http://dbpedia.org/resource/Zinfandel ), (http://dbpedia.org/resource/Petit_Verdot )]"
162,0.892307692307692,¿Qué altura tiene Michael Jordan?,"""¿Qué mujer tiene Michael Jordan?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
        res:Michael_Jordan dbo:height ?num .
}","select  ?o    
{
    <http://dbpedia.org/resource/Michael_Jordan> <http://dbpedia.org/ontology/spouse>  ?o .    
}","[[(""1.9812""^^xsd:double )]]",[]
163,0,¿A qué partido politico pertenece el alcalde de París?,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?x . ?x <http://dbpedia.org/ontology/party> ?uri . },,[[(http://dbpedia.org/resource/Socialist_Party_(France) )]],[]
164,0.863636363636364,¿Quen escribió el libro Los pilares de la Tierra?,"""¿Qué escribir Los pilares de la Tierra?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
        res:The_Pillars_of_the_Earth dbo:author ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/The_Pillars_of_the_Earth> <http://dbpedia.org/ontology/author>  ?o .    
}",[[(http://dbpedia.org/resource/Ken_Follett )]],[(http://dbpedia.org/resource/Ken_Follett )]
165,0.715789473684211,¿Quién fue el 16th presidente de los Estados Unidos?,"""¿En qué vicepresidente esta Estados Unidos?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
         ?uri dbo:office 'President of the United States' .
         ?uri dbo:orderInOffice '16th' .
}","select  ?o    
{
    <http://dbpedia.org/resource/United_States> <http://dbpedia.org/ontology/vicePresident>  ?o .    
}","[[(http://dbpedia.org/resource/%C5%A0imun_de_Michieli-Vitturi ), (http://dbpedia.org/resource/A._H._G._Dawson )]]",[]
166,0.818181818181818,¿Qué alto es el Monte Everest?,"""¿Qué actores nacer en Monte Everest?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num 
WHERE {
	res:Mount_Everest dbo:elevation ?num.
}","select  ?s    
{
   ?s <http://dbpedia.org/ontology/birthPlace>  <http://dbpedia.org/resource/Mount_Everest> .   ?s <http://dbpedia.org/ontology/occupation>  <http://dbpedia.org/resource/Actor> .    
}","[[(""8848.0""^^xsd:double )]]",[]
167,0.867256637168142,¿Quien es el supervisor de doctorado de Albert Einstein?,"""¿Cuáles son supervisores de doctorado de Albert Einstein?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor> ?uri . },"select  ?o    
{
    <http://dbpedia.org/resource/Albert_Einstein> <http://dbpedia.org/ontology/doctoralAdvisor>  ?o .    
}",[[(http://dbpedia.org/resource/Alfred_Kleiner )]],[(http://dbpedia.org/resource/Alfred_Kleiner )]
168,0.911392405063291,¿En qué ciudad vive Sylvester Stallone?,"""¿Qué ciudad vivir en Sylvester Stallone?""",SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/City> . <http://dbpedia.org/resource/Sylvester_Stallone> <http://dbpedia.org/ontology/residence> ?uri . },"select  ?o    
{
    <http://dbpedia.org/resource/Sylvester_Stallone> <http://dbpedia.org/ontology/residence>  ?o .   ?o <http://www.w3.org/1999/02/22-rdf-syntax-ns#type>  <http://dbpedia.org/ontology/City> .    
}","[[(http://dbpedia.org/resource/Beverly_Hills, (http://dbpedia.org/resource/California )]]","[(http://dbpedia.org/resource/Beverly_Hills, (http://dbpedia.org/resource/California )]"
169,0.921052631578947,¿Cuál es la moneda de la república checa?,"""¿Cuál es moneda de República Checa?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Czech_Republic dbo:currency ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Czech_Republic> <http://dbpedia.org/ontology/currency>  ?o .    
}",[[(http://dbpedia.org/resource/Czech_koruna )]],[(http://dbpedia.org/resource/Czech_koruna )]
170,0.72,¿Tuvo Sócrates influencia sobre Aristóteles?,"""¿Quién influenciar Aristóteles?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
	res:Aristotle dbo:influencedBy res:Socrates .
}","select  ?o    
{
    <http://dbpedia.org/resource/Aristotle> <http://dbpedia.org/ontology/influencedBy>  ?o .    
}",[[(true)]],[]
171,0.888888888888889,¿En qué zona horaria se encuentra Salt Lake City?,"""¿En qué zona horaria esta Salt Lake City?""","PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbp: <http://dbpedia.org/property/>
SELECT DISTINCT ?uri 
WHERE {
	res:Salt_Lake_City dbp:timezone ?uri . 
}","select  ?o    
{
    <http://dbpedia.org/resource/Salt_Lake_City> <http://dbpedia.org/property/timezone>  ?o .    
}",[[(http://dbpedia.org/resource/Mountain_Time_Zone )]],[(http://dbpedia.org/resource/Mountain_Time_Zone )]
172,0,¿Quién es el hijo de Sonny y Cher?,,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Cher> . ?uri <http://dbpedia.org/ontology/parent> <http://dbpedia.org/resource/Sonny_Bono> . },,[[(http://dbpedia.org/resource/Chaz_Bono )]],[]
173,0,¿En qué ciudad se encuentra la sede de las Naciones Unidas?,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Headquarters_of_the_United_Nations> <http://dbpedia.org/ontology/location> ?uri . ?uri a <http://dbpedia.org/ontology/City> . } ,,[[(http://dbpedia.org/resource/New_York_City)]],[]
174,0.831168831168831,¿Quien es el fundador de Penguin Books?,"""¿Cuáles son fundador de Penguin Books?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT DISTINCT ?uri
WHERE { 
        res:Penguin_Books dbo:founder ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Penguin_Books> <http://dbpedia.org/ontology/founder>  ?o .    
}",[[(http://dbpedia.org/resource/Allen_Lane )]],[(http://dbpedia.org/resource/Allen_Lane )]
175,0.903225806451613,¿Cúando se fundó Jack Wolfskin?,"""¿Cuándo se fund� Jack Wolfskin?""",SELECT DISTINCT ?year WHERE {  <http://dbpedia.org/resource/Jack_Wolfskin> <http://dbpedia.org/ontology/foundingYear> ?year . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Jack_Wolfskin> <http://dbpedia.org/ontology/foundingYear>  ?o .    
}","[[(""1981""^^xsd:gYear )]]","[(""1981""^^xsd:gYear )]"
176,0.746268656716418,¿Quién es el alcalde de Rotterdam?,"""¿Cuáles son alcaldes de Róterdam?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        res:Rotterdam dbo:leaderName ?uri .
}","select  ?o    
{
    <http://dbpedia.org/resource/Rotterdam> <http://dbpedia.org/ontology/leaderName>  ?o .    
}",[[(http://dbpedia.org/resource/Ahmed_Aboutaleb )]],[(http://dbpedia.org/resource/Ahmed_Aboutaleb )]
177,0,Dame todos los oceanógrafos suecos.,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
        ?uri dbo:field res:Oceanography . 
        ?uri dbo:birthPlace res:Sweden .        
}",,"[[(http://dbpedia.org/resource/Tad_Murty ), (http://dbpedia.org/resource/Henry_Elderfield ), (http://dbpedia.org/resource/Bj%C3%B8rn_Helland-Hansen ), (http://dbpedia.org/resource/Stephen_E._Calvert ), (http://dbpedia.org/resource/Walter_Munk ), (http://dbpedia.org/resource/Maurice_Ewing ), (http://dbpedia.org/resource/Shailesh_Nayak ), (http://dbpedia.org/resource/Mar%C3%ADa_de_los_%C3%81ngeles_Alvari%C3%B1o_Gonz%C3%A1lez ), (http://dbpedia.org/resource/Josh_Willis ), (http://dbpedia.org/resource/Archibald_Gowanlock_Huntsman ), (http://dbpedia.org/resource/Lucien_Laubier ), (http://dbpedia.org/resource/Vagn_Walfrid_Ekman ), (http://dbpedia.org/resource/T._Wayland_Vaughan ), (http://dbpedia.org/resource/Joseph_Pedlosky ), (http://dbpedia.org/resource/Peter_Clift ), (http://dbpedia.org/resource/Alexandra_Worden ), (http://dbpedia.org/resource/Louis_Dangeard ), (http://dbpedia.org/resource/Stefan_Rahmstorf ), (http://dbpedia.org/resource/Felisa_Wolfe-Simon ), (http://dbpedia.org/resource/Archie_Carr ), (http://dbpedia.org/resource/Bruce_C._Heezen ), (http://dbpedia.org/resource/Alfred_C._Redfield ), (http://dbpedia.org/resource/Anny_Cazenave ), (http://dbpedia.org/resource/Marie_Tharp ), (http://dbpedia.org/resource/Robert_F._Dill ), (http://dbpedia.org/resource/Suzette_Kimball ), (http://dbpedia.org/resource/Sulochana_Gadgil ), (http://dbpedia.org/resource/Henryk_Arctowski ), (http://dbpedia.org/resource/Mojib_Latif ), (http://dbpedia.org/resource/Michael_Fasham ), (http://dbpedia.org/resource/Wies%C5%82aw_Mas%C5%82owski ), (http://dbpedia.org/resource/Jeffrey_C._Wynn ), (http://dbpedia.org/resource/Reuben_Lasker ), (http://dbpedia.org/resource/Alfred_Merz ), (http://dbpedia.org/resource/Harald_Sverdrup_(oceanographer) ), (http://dbpedia.org/resource/Peter_Huybers ), (http://dbpedia.org/resource/Sylvia_Earle ), (http://dbpedia.org/resource/Carl_Wunsch ), (http://dbpedia.org/resource/Nikolai_Mikhailovich_Knipovich ), (http://dbpedia.org/resource/Georg_W%C3%BCst ), (http://dbpedia.org/resource/Peter_A._Rona ), (http://dbpedia.org/resource/John_Imbrie )]]",[]
178,0,Muéstrame la autobiografía Hemingway.,,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/author> <http://dbpedia.org/resource/Ernest_Hemingway> . ?uri <http://dbpedia.org/ontology/literaryGenre> <http://dbpedia.org/resource/Autobiography> . },,"[[(http://dbpedia.org/resource/Death_in_the_Afternoon ), (http://dbpedia.org/resource/Green_Hills_of_Africa ), (http://dbpedia.org/resource/A_Farewell_to_Arms ), (http://dbpedia.org/resource/Islands_in_the_Stream_(novel) ), (http://dbpedia.org/resource/A_Clean, (http://dbpedia.org/resource/The_Complete_Short_Stories_of_Ernest_Hemingway ), (http://dbpedia.org/resource/The_Fifth_Column_and_Four_Stories_of_the_Spanish_Civil_War ), (http://dbpedia.org/resource/To_Have_and_Have_Not ), (http://dbpedia.org/resource/A_Moveable_Feast ), (http://dbpedia.org/resource/The_Garden_of_Eden_(novel) ), (http://dbpedia.org/resource/Dateline:_Toronto ), (http://dbpedia.org/resource/In_Another_Country ), (http://dbpedia.org/resource/For_Whom_the_Bell_Tolls ), (http://dbpedia.org/resource/Che_Ti_Dice_La_Patria%3F ), (http://dbpedia.org/resource/The_Old_Man_and_the_Sea ), (http://dbpedia.org/resource/Now_I_Lay_Me ), (http://dbpedia.org/resource/The_Dangerous_Summer ), (http://dbpedia.org/resource/Hills_Like_White_Elephants ), (http://dbpedia.org/resource/The_Fifth_Column_and_the_First_Forty-Nine_Stories ), (http://dbpedia.org/resource/Across_the_River_and_into_the_Trees ), (http://dbpedia.org/resource/A_Day's_Wait )]]",[]
179,0,¿Quién son los padres de la esposa de Juan Carlos I?,,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
SELECT DISTINCT ?uri 
WHERE { 
        res:Juan_Carlos_I_of_Spain dbo:spouse ?x . 
        ?x dbo:parent ?uri . 
}",,"[[(http://dbpedia.org/resource/Frederica_of_Hanover ), (http://dbpedia.org/resource/Paul_of_Greece )]]",[]
180,0,¿Obtuvo Tesla el premio nobel de física?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
        res:Nikola_Tesla dbo:award res:Nobel_Prize_in_Physics .
}",,[[(false)]],[]
181,0.904761904761905,Quien es el jugador de baloncesto mas alto?,"""¿Quién es jugador de baloncesto m�s alto?""",SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> .  ?uri <http://dbpedia.org/ontology/height> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1 ,"SELECT DISTINCT ?subjOfProp WHERE 
{
 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/BasketballPlayer> . ?subjOfProp <http://dbpedia.org/ontology/height> ?num . 
} ORDER BY DESC(?num) LIMIT 1",[[(http://dbpedia.org/resource/Thijs_Vermeulen)]],[]
182,0,¿Que ciudad tiene la menor población?,,SELECT DISTINCT ?uri WHERE {  ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/City> .  ?uri <http://dbpedia.org/ontology/populationTotal> ?pop . } ORDER BY ASC(?pop) OFFSET 0 LIMIT 1 ,,"[[(http://dbpedia.org/resource/Greenhorn,_Oregon)]]",[]
183,0,¿La proinsulina es una proteina?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK 
WHERE {
	res:Proinsulin rdf:type dbo:Protein .
}",,[[(true)]],[]
184,0,¿Quiénes fueron los padres de la reina Victoria?,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
         res:Queen_Victoria dbo:parent ?uri .
}",,"[[(http://dbpedia.org/resource/Prince_Edward, (http://dbpedia.org/resource/Princess_Victoria_of_Saxe-Coburg-Saalfeld )]]",[]
185,0.8,¿Tuvo hijos el Che Guevara?,"""¿Cuáles son hijos de Che Guevara?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK
WHERE { 
        res:Che_Guevara dbo:child ?uri . 
}","select  ?o    
{
    <http://dbpedia.org/resource/Che_Guevara> <http://dbpedia.org/ontology/child>  ?o .    
}",[[(true)]],[]
186,0,¿Es el lago Baikal mayor que el lago Great Bear?,,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
ASK
WHERE {  
        res:Lake_Baikal dbo:areaTotal ?a1 . 
        res:Great_Bear_Lake dbo:areaTotal ?a2 .
        FILTER (?a1 > ?a2)
}",,[[(true)]],[]
187,0,¿Gano Kaurismäki alguna vez el Gran Prix de Cannes?,,ASK WHERE { <http://dbpedia.org/resource/Aki_Kaurismäki> <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Grand_Prix_(Cannes_Film_Festival)> . },,[[(false)]],[]
188,0,Dame todos los libros de Wiliam Goldman con más de 300 páginas.,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
        ?uri rdf:type dbo:Book .
        ?uri dbo:author res:William_Goldman .
        ?uri dbo:numberOfPages ?x .
        FILTER (?x > 300)
}",,"[[(http://dbpedia.org/resource/The_Color_of_Light ), (http://dbpedia.org/resource/Boys_and_Girls_Together ), (http://dbpedia.org/resource/Which_Lie_Did_I_Tell%3F ), (http://dbpedia.org/resource/Wait_Till_Next_Year ), (http://dbpedia.org/resource/Tinsel_(novel) ), (http://dbpedia.org/resource/Control_(novel) ), (http://dbpedia.org/resource/Marathon_Man_(novel) ), (http://dbpedia.org/resource/Hype_and_Glory ), (http://dbpedia.org/resource/The_Princess_Bride ), (http://dbpedia.org/resource/Brothers_(Goldman_novel) )]]",[]
189,0.878787878787879,¿Donde se encuentra el Fort Knox?,"""¿Donde están encuentra Fort Knox?""",SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location> ?uri . },"select  ?o    
{
    <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location>  ?o .    
}",[[(http://dbpedia.org/resource/Kentucky )]],[(http://dbpedia.org/resource/Kentucky )]
190,0.80952380952381,¿En qué estado american se encuentra Fort Knox?,"""¿En qué feminine encuentra Fort Knox?""","PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
	res:Fort_Knox dbp:location ?uri .
        ?uri dbo:country res:United_States .
}","select  ?o    
{
    <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location>  ?o .    
}",[[(http://dbpedia.org/resource/Kentucky )]],[(http://dbpedia.org/resource/Kentucky )]
191,0.754098360655738,¿Dónde está enterrado Syngman Rhee?,"""¿Dónde naci� Syngman Rhee?""",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/restingPlace> ?uri . } ,"select  ?o    
{
    <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/birthPlace>  ?o .    
}",[[(http://dbpedia.org/resource/Seoul_National_Cemetery)]],"[(http://dbpedia.org/resource/Haeju ), (http://dbpedia.org/resource/Hwanghae ), (http://dbpedia.org/resource/Joseon ), (http://dbpedia.org/resource/North_Korea )]"
192,0.947368421052632,¿Cuál es la zona horaria en San Pedro de Atacama?,"""¿Cuál es zona horaria de San Pedro de Atacama?""",SELECT DISTINCT ?uri WHERE {  <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/timeZone> ?uri . } ,"select  ?o    
{
    <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/timeZone>  ?o .    
}",[[(http://dbpedia.org/resource/Time_in_Chile )]],[(http://dbpedia.org/resource/Time_in_Chile )]
